Title,Price,Availability,URL,UPC,Product Type,Price (excl. tax),Price (incl. tax),Tax,Number of reviews,Category,Description
First and First (Five Boroughs #3),Â£15.97,In stock,http://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,9e28048cea8d41f7,Books,Â£15.97,Â£15.97,Â£0.00,0,Romance,"Caleb Stone was raised on the Upper East Side, where wealth and lineage reigns, and âalternative lifestylesâ are hidden. It took him years to come out to his family, but heâs still stuck in the stranglehold of their expectations. Caleb knows he has to build his confidence and shake things up, but he doesnât know howâ¦ until Oliver Buckley enters the picture.Oli is everythin Caleb Stone was raised on the Upper East Side, where wealth and lineage reigns, and âalternative lifestylesâ are hidden. It took him years to come out to his family, but heâs still stuck in the stranglehold of their expectations. Caleb knows he has to build his confidence and shake things up, but he doesnât know howâ¦ until Oliver Buckley enters the picture.Oli is everything Caleb isnâtârisk-taking, provocative, and fiercely independent. Disowned by his family, Oli has made his own way in the world and is beholden to no one. After a chance encounter on New Yearâs Eve, Caleb is smitten.As Caleb sheds the insecurities that have held him back for years, he makes bold steps toward changing his career and escaping years of sexual repression. But for Caleb to take full control of his life, he has to be brave enough to confront his feelings and trust Oli with his heart. ...more"
Fifty Shades Darker (Fifty Shades #2),Â£21.96,In stock,http://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,7add3f8e49ec0826,Books,Â£21.96,Â£21.96,Â£0.00,0,Romance,"Daunted by the singular sexual tastes and dark secrets of the beautiful, tormented young entrepreneur Christian Grey, Anastasia Steele has broken off their relationship to start a new career with a Seattle publishing house.But desire for Christian still dominates her every waking thought, and when he proposes a new arrangement, Anastasia cannot resist. They rekindle their Daunted by the singular sexual tastes and dark secrets of the beautiful, tormented young entrepreneur Christian Grey, Anastasia Steele has broken off their relationship to start a new career with a Seattle publishing house.But desire for Christian still dominates her every waking thought, and when he proposes a new arrangement, Anastasia cannot resist. They rekindle their searing sensual affair, and Anastasia learns more about the harrowing past of her damaged, driven, and demanding Fifty Shades.While Christian wrestles with his inner demons, Anastasia must confront her anger and envy of the women who came before her and make the most important decision of her life.Erotic, sparkling and suspenseful, Fifty Shades Darker is the irresistibly addictive second part of the Fifty Shades trilogy.Learn more about E. L. James at thewriterscoffeeshop.com/ejames and on Twitter @E_L_JamesNeed the first Fifty Shades? Search Fifty Shades of Grey ...more"
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Â£54.35,In stock,http://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,311c0dd0e354a33e,Books,Â£54.35,Â£54.35,Â£0.00,0,Nonfiction,"While everyone is talking about âbig data,â the truth is that understanding the âlittle dataââthe stats that underlie newspaper headlines, stock reports, weather forecasts, and so onâis what helps you make smarter decisions at work, at home, and in every aspect of your life. The average person consumes approximately 30 gigabytes of data every single day, but has no idea ho While everyone is talking about âbig data,â the truth is that understanding the âlittle dataââthe stats that underlie newspaper headlines, stock reports, weather forecasts, and so onâis what helps you make smarter decisions at work, at home, and in every aspect of your life. The average person consumes approximately 30 gigabytes of data every single day, but has no idea how to interpret it correctly. EVERYDATA explains, through the eyes of an expert economist and statistician, how to decipher the small bytes of data we consume in a day.EVERYDATA is filled with countless examples of people misconstruing dataâwith results that range from merely frustrating to catastrophic:The space shuttle Challenger exploded in part because the engineers were reviewing a limited sample set.Millions of women avoid caffeine during pregnancy because they interpret correlation as causation.Attorneys faced a $1 billion jury verdict because of outlier data.Each chapter highlights one commonly misunderstood data concept, using both realworld and hypothetical examples from a wide range of topics, including business, politics, advertising, law, engineering, retail, parenting, and more. Youâll find the answer to the questionââNow what?ââalong with concrete ways you can use this information to immediately start making smarter decisions, today and every day. ...more"
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Â£37.97,In stock,http://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,fce19f9b4a943f22,Books,Â£37.97,Â£37.97,Â£0.00,0,Religion,"A Radical but Reverent Paraphrasing of Dogenâs Treasury of the True Dharma EyeâEven if the whole universe is nothing but a bunch of jerks doing all kinds of jerk-type things, there is still liberation in simply not being a jerk.â â Eihei Dogen (1200â1253 CE)The Shobogenzo (The Treasury of the True Dharma Eye) is a revered eight-hundred-year-old Zen Buddhism classic written A Radical but Reverent Paraphrasing of Dogenâs Treasury of the True Dharma EyeâEven if the whole universe is nothing but a bunch of jerks doing all kinds of jerk-type things, there is still liberation in simply not being a jerk.â â Eihei Dogen (1200â1253 CE)The Shobogenzo (The Treasury of the True Dharma Eye) is a revered eight-hundred-year-old Zen Buddhism classic written by the Japanese monk Eihei Dogen. Despite the timeless wisdom of his teachings, many consider the book difficult to understand and daunting to read. In Donât Be a Jerk, Zen priest and bestselling author Brad Warner, through accessible paraphrasing and incisive commentary, applies Dogenâs teachings to modern times. While entertaining and sometimes irreverent, Warner is also an astute scholar who sees in Dogen very modern psychological concepts, as well as insights on such topics as feminism and reincarnation. Warner even shows that Dogen offered a âMiddle Wayâ in the currently raging debate between science and religion. For curious readers worried that Dogenâs teachings are too philosophically opaque, Donât Be a Jerk is hilarious, understandable, and wise. ...more"
Danganronpa Volume 1,Â£51.99,In stock,http://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,09b6cc87e62c2c58,Books,Â£51.99,Â£51.99,Â£0.00,0,Sequential Art,"Each year, the elite Hope's Peak Academy selects only the most gifted and talented students to enroll...plus one ordinary student, chosen by lottery. Makoto Naegi was that lucky person--or so he thought! When he shows up for class, he finds the elite students are a bizarre cast of oddballs under the ruthless authority of a robot teddy bear principal, Monokuma. The bear lay Each year, the elite Hope's Peak Academy selects only the most gifted and talented students to enroll...plus one ordinary student, chosen by lottery. Makoto Naegi was that lucky person--or so he thought! When he shows up for class, he finds the elite students are a bizarre cast of oddballs under the ruthless authority of a robot teddy bear principal, Monokuma. The bear lays down the school rules: the only way out of Hope's Peak is to not only murder another student...but get away with it, as every murder is followed by a tribunal where the surviving students cross-examine each other!Inspired by the Danganronpa videogame series and based on the anime of the same name, the Danganropa manga is a quirky, fun, weird, and dynamic take on the high school Battle Royale genre. ...more"
Crown of Midnight (Throne of Glass #2),Â£43.29,In stock,http://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html,7267864328ae8b9d,Books,Â£43.29,Â£43.29,Â£0.00,0,Fantasy,"""A line that should never be crossed is about to be breached.It puts this entire castle in jeopardyâand the life of your friend.""From the throne of glass rules a king with a fist of iron and a soul as black as pitch. Assassin Celaena Sardothien won a brutal contest to become his Champion. Yet Celaena is far from loyal to the crown. She hides her secret vigilantly; she know ""A line that should never be crossed is about to be breached.It puts this entire castle in jeopardyâand the life of your friend.""From the throne of glass rules a king with a fist of iron and a soul as black as pitch. Assassin Celaena Sardothien won a brutal contest to become his Champion. Yet Celaena is far from loyal to the crown. She hides her secret vigilantly; she knows that the man she serves is bent on evil.Keeping up the deadly charade becomes increasingly difficult when Celaena realizes she is not the only one seeking justice. As she tries to untangle the mysteries buried deep within the glass castle, her closest relationships suffer. It seems no one is above questioning her allegiancesânot the Crown Prince Dorian; not Chaol, the Captain of the Guard; not even her best friend, Nehemia, a foreign princess with a rebel heart.Then one terrible night, the secrets they have all been keeping lead to an unspeakable tragedy. As Celaena's world shatters, she will be forced to give up the very thing most precious to her and decide once and for all where her true loyalties lie... and whom she is ultimately willing to fight for. ...more"
"Codename Baboushka, Volume 1: The Conclave of Death",Â£36.72,In stock,http://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,8754c83ab2a7ae71,Books,Â£36.72,Â£36.72,Â£0.00,0,Sequential Art,"""What if the sexy Russian femme fatale was actually the main character?"" Mysterious young heiress Contessa Annika Malikova has been part of Manhattan high society for several years... but if they knew the truth, her dinner companions would faint! The white-haired Contessa is in fact the notorious criminal ""BABOUSHKA"" -- a former Moscow gang leader, now living in exile! But ""What if the sexy Russian femme fatale was actually the main character?"" Mysterious young heiress Contessa Annika Malikova has been part of Manhattan high society for several years... but if they knew the truth, her dinner companions would faint! The white-haired Contessa is in fact the notorious criminal ""BABOUSHKA"" -- a former Moscow gang leader, now living in exile! But Baboushka's retirement is about to be shattered, as the US government has somehow discovered her true identity, and blackmails her into working for them! Now she must infiltrate a secret conclave of global crime lords, on a cruise liner, to retrieve information for the Americans. But nobody reckoned on the boat being hijacked by pirates... Suitable for teens and up, CODENAME BABOUSHKA is an action-packed modern pulp spy thriller from writer ANTONY JOHNSTON (THE FUSE, THE COLDEST CITY, ALEX RIDER) and artist SHARI CHANKHAMMA (THE FUSE, SHELTERED, KILL SHAKESPEARE), filled with glamour, guns, exotic locations, guns, explosions, high-kicks, and did we mention guns? ""An ass-kicking spy heroine who will appeal to fans of Marvel's Black Widow.""- The AV Club ""There are literally six different amazing comics all within this one series""- Comics Alliance ""Codename Baboushka takes a more female-positive look at the James Bond-esque role. Fun, fast-paced action. Female assassin done right!""- Dark Side Comics ""Johnston's exiled Russian heiress, former organized crime lord and deadly agent bursts out of the page and grabs the reader with both hands in a deadly grip of hot action and cold-hearted kills.""- Jersey Journal THE CONCLAVE OF DEATH collects Baboushka's first 5-issue mission -- watch out for her next assignment, GHOST STATION ZERO, in 2016! ""Antony Johnston is an award-winning, New York Times bestselling author of graphic novels, video games, and books. His graphic novel THE COLDEST CITY is being adapted into a film starring Charlize Theron. His epic series WASTELAND is one of only a handful of such longform comic stories in the medium. His first video game, DEAD SPACE, redefined the survival horror genre. ...more"
Camp Midnight,Â£17.08,In stock,http://books.toscrape.com/catalogue/camp-midnight_886/index.html,7b599c8bfcdd8d30,Books,Â£17.08,Â£17.08,Â£0.00,0,Sequential Art,"Ben 10 and Big Hero 6 creator Steven T. Seagle returns to comics with New Yorker Magazine cartoonist Jason Adam Katzenstein for a new graphic novel! Reluctant Skye is accidentally sent to the wrong summer camp. Not wanting to please her ""step monster,"" Skye is dead-set on not fitting in. That won't be a problem, as everyone at Camp Midnight-with the exception of fellow cam Ben 10 and Big Hero 6 creator Steven T. Seagle returns to comics with New Yorker Magazine cartoonist Jason Adam Katzenstein for a new graphic novel! Reluctant Skye is accidentally sent to the wrong summer camp. Not wanting to please her ""step monster,"" Skye is dead-set on not fitting in. That won't be a problem, as everyone at Camp Midnight-with the exception of fellow camper and fast-friend Mia-is a full-fledged monster! The perfect book for fans of Raina Telgemeier's ""Smile, "" but wish it had more bowls of gooey eyeballs. ...more"
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Â£29.14,In stock,http://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,bee3672891cca906,Books,Â£29.14,Â£29.14,Â£0.00,0,Nonfiction,"Tired of the pace and noise of life near London and longing for a better place to raise their young children, Mary J. MacLeod and her husband encountered their dream while vacationing on a remote island in the Scottish Hebrides. Enthralled by its windswept beauty, they soon were the proud owners of a near-derelict croft house--a farmer's stone cottage--on ""a small acre"" of Tired of the pace and noise of life near London and longing for a better place to raise their young children, Mary J. MacLeod and her husband encountered their dream while vacationing on a remote island in the Scottish Hebrides. Enthralled by its windswept beauty, they soon were the proud owners of a near-derelict croft house--a farmer's stone cottage--on ""a small acre"" of land. Mary assumed duties as the island's district nurse. Call the Nurse is her account of the enchanted years she and her family spent there, coming to know its folk as both patients and friends.In anecdotes that are by turns funny, sad, moving, and tragic, she recalls them all, the crofters and their laird, the boatmen and tradesmen, young lovers and forbidding churchmen. Against the old-fashioned island culture and the grandeur of mountain and sea unfold indelible stories: a young woman carried through snow for airlift to the hospital; a rescue by boat; the marriage of a gentle giant and the island beauty; a ghostly encounter; the shocking discovery of a woman in chains; the flames of a heather fire at night; an unexploded bomb from World War II; and the joyful, tipsy celebration of a ceilidh. Gaelic fortitude meets a nurse's compassion in these wonderful true stories from rural Scotland. ...more"
Burning,Â£28.81,In stock,http://books.toscrape.com/catalogue/burning_884/index.html,5ceb951f629700a2,Books,Â£28.81,Â£28.81,Â£0.00,0,Young Adult,"After three years in juvie, Angela Davis is just a few months shy of release, and she'll finally be free from the hole that is Brunesfield Correctional Facility. Then Jessica arrives. Only ten years old and under the highest security possible, this girl has to be dangerous, even if no one knows what she did to land in juvie. As strange things begin happening to Angela and After three years in juvie, Angela Davis is just a few months shy of release, and she'll finally be free from the hole that is Brunesfield Correctional Facility. Then Jessica arrives. Only ten years old and under the highest security possible, this girl has to be dangerous, even if no one knows what she did to land in juvie. As strange things begin happening to Angela and her friends that can only be traced to the new girl's arrival, it becomes clear that Brunesfield is no longer safe. They must find a way to get out, but how can they save themselves when the world has forgotten them? ...more"
Bossypants,Â£49.46,In stock,http://books.toscrape.com/catalogue/bossypants_883/index.html,74baabfc8fd84b38,Books,Â£49.46,Â£49.46,Â£0.00,0,Default,"Before Liz Lemon, before ""Weekend Update,"" before ""Sarah Palin,"" Tina Fey was just a young girl with a dream: a recurring stress dream that she was being chased through a local airport by her middle-school gym teacher. She also had a dream that one day she would be a comedian on TV.She has seen both these dreams come true.At last, Tina Fey's story can be told. From her you Before Liz Lemon, before ""Weekend Update,"" before ""Sarah Palin,"" Tina Fey was just a young girl with a dream: a recurring stress dream that she was being chased through a local airport by her middle-school gym teacher. She also had a dream that one day she would be a comedian on TV.She has seen both these dreams come true.At last, Tina Fey's story can be told. From her youthful days as a vicious nerd to her tour of duty on Saturday Night Live; from her passionately halfhearted pursuit of physical beauty to her life as a mother eating things off the floor; from her one-sided college romance to her nearly fatal honeymoonâfrom the beginning of this paragraph to this final sentence.Tina Fey reveals all, and proves what we've all suspected: you're no one until someone calls you bossy.(Includes Special, Never-Before-Solicited Opinions on Breastfeeding, Princesses, Photoshop, the Electoral Process, and Italian Rum Cake!)An unabridged recording on 5 CDs (5.5 Hours). ...more"
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",Â£37.92,In stock,http://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,bdf415fd484ea8a7,Books,Â£37.92,Â£37.92,Â£0.00,0,Sequential Art,"Eisner Award-nominated writer Kelly Sue DeConnick (Pretty Deadly, Captain Marvel) and Valentine De Landro (X-Factor) team up to bring you the premiere volume of Bitch Planet, a deliciously vicious riff on women-in-prison sci-fi exploitation.In a future just a few years down the road in the wrong direction, a woman's failure to comply with her patriarchal overlords will res Eisner Award-nominated writer Kelly Sue DeConnick (Pretty Deadly, Captain Marvel) and Valentine De Landro (X-Factor) team up to bring you the premiere volume of Bitch Planet, a deliciously vicious riff on women-in-prison sci-fi exploitation.In a future just a few years down the road in the wrong direction, a woman's failure to comply with her patriarchal overlords will result in exile to the meanest penal planet in the galaxy. When the newest crop of fresh femmes arrive, can they work together to stay alive or will hidden agendas, crooked guards, and the deadliest sport on (or off!) Earth take them to their maker?Collects BITCH PLANET #1-5. ...more"
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",Â£28.09,In stock,http://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,6d5300b2d8f37e07,Books,Â£28.09,Â£28.09,Â£0.00,0,Fantasy,"Children are disappearing in the Fire Nation capitol! Avatar Aang and his friends are doing everything in their power to save them - but will it be enough?!What's worse, when Azula - the mad sister of Fire Lord Zuko - appears on the scene, Zuko locks down the capitol to catch her, igniting fear and riots in the streets! Will Zuko follow in his evil father's footsteps in or Children are disappearing in the Fire Nation capitol! Avatar Aang and his friends are doing everything in their power to save them - but will it be enough?!What's worse, when Azula - the mad sister of Fire Lord Zuko - appears on the scene, Zuko locks down the capitol to catch her, igniting fear and riots in the streets! Will Zuko follow in his evil father's footsteps in order to save those he holds dear?!Written and drawn by the creative team behind the best-selling The Promise, The Search and The Rift, Gene Luen Yang and Gurihiru, in collaboration with Avatar: The Last Airbender and Legend of Korra creators Michael Dante DiMartino and Bryan Konietzko, this is the ultimate continuation of Avatar and the perfect companion to Legend of Korra! ...more"
Algorithms to Live By: The Computer Science of Human Decisions,Â£30.81,In stock,http://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,38d45839cb1c83c1,Books,Â£30.81,Â£30.81,Â£0.00,0,Nonfiction,"A fascinating exploration of how insights from computer algorithms can be applied to our everyday lives, helping to solve common decision-making problems and illuminate the workings of the human mindAll our lives are constrained by limited space and time, limits that give rise to a particular set of problems. What should we do, or leave undone, in a day or a lifetime? How A fascinating exploration of how insights from computer algorithms can be applied to our everyday lives, helping to solve common decision-making problems and illuminate the workings of the human mindAll our lives are constrained by limited space and time, limits that give rise to a particular set of problems. What should we do, or leave undone, in a day or a lifetime? How much messiness should we accept? What balance of new activities and familiar favorites is the most fulfilling? These may seem like uniquely human quandaries, but they are not: computers, too, face the same constraints, so computer scientists have been grappling with their version of such issues for decades. And the solutions they've found have much to teach us.In a dazzlingly interdisciplinary work, acclaimed author Brian Christian and cognitive scientist Tom Griffiths show how the algorithms used by computers can also untangle very human questions. They explain how to have better hunches and when to leave things to chance, how to deal with overwhelming choices and how best to connect with others. From finding a spouse to finding a parking spot, from organizing one's inbox to understanding the workings of memory, Algorithms to Live By transforms the wisdom of computer science into strategies for human living. ...more"
A World of Flavor: Your Gluten Free Passport,Â£42.95,In stock,http://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html,70ed59f194b3c556,Books,Â£42.95,Â£42.95,Â£0.00,0,Default,"Trade Review:A World of Flavor, Recipes to Please All of Your GuestsThe new gluten-free cookbook ""A World of Flavor"" is clearly a labor of love for its authors, Amber Barrett and Nancy Miller. Amber is also a gifted photographer, and the photographs in this book could be the best of any cookbook I've ever seen.On top of this, the book includes some amazing recipes that eve Trade Review:A World of Flavor, Recipes to Please All of Your GuestsThe new gluten-free cookbook ""A World of Flavor"" is clearly a labor of love for its authors, Amber Barrett and Nancy Miller. Amber is also a gifted photographer, and the photographs in this book could be the best of any cookbook I've ever seen.On top of this, the book includes some amazing recipes that everyone will like, including: Hot Wings, Bacon and Cheddar Scones, Donuts, Sandwich Bread, Rocky Road Brownies, Crepes, General Tso's Chicken, Croutons, and many more (I counted 77).From breakfasts, appetizers, desserts, main dishes and snacks, to salads, vegetables, and side dishes, this outstanding gluten-free cookbook has much to offer anyone who is on a gluten-free diet.Written by celiac.com April 2016.Mongolian Beef, Cuban Pork, Baked Alaska, French Crepesâif international cuisine gets your taste buds dancing, this the cookbook for you!Travel the world gluten free with mother and daughter authors Nancy Miller and Amber Barrett and their new cookbook, A World of Flavor: Your Gluten-Free Passport.This cookbook provides readers with an inspired combination of dishes from around the globe that are deliciously high in flavor with none of the gluten. These recipes do not rely on pricey cup-for-cup flour alternatives, but use a variety of flours tailored to the success of each individual recipe so you get results to be proud of. ...more"
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",Â£56.76,In stock,http://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,8a380641491d43ed,Books,Â£56.76,Â£56.76,Â£0.00,0,Default,"In this layered collage of memory within memory, Hale recreates for readers her kaleidoscopic experience of a decades-long journey to acceptance and insight. Writer, prodigal daughter, single parent, Buddhist disciple, and, late in midlife, a newlywed, she is transformed through an unconventional relationship with a female spiritual teacher and an odd ritual of repeated ta In this layered collage of memory within memory, Hale recreates for readers her kaleidoscopic experience of a decades-long journey to acceptance and insight. Writer, prodigal daughter, single parent, Buddhist disciple, and, late in midlife, a newlywed, she is transformed through an unconventional relationship with a female spiritual teacher and an odd ritual of repeated tattooing with her two young adult children. ""Christine Hale's evocation of the bewildering complexities of life as a mother, daughter, wife (and ex-wife), and student of Buddhism is both a poem and a letter to those she has worked so long and hard to understand. On a journey that takes her through emotional and actual hurricanes, love and cruelty, urgent losses, and painful gains, she climbs to sometimes unnervingly high altitudes as she experiences ""the joy and the sorrow of samsara."" In beautiful, clear language, Hale explores the wounds life gives us, the wounds we give ourselves, and the long process of healing."" -Sarah Stone, author of The True Sources of the Nile Christine Hale is the author of a novel, Basil's Dream (Livingston Press 2009); National Book Award finalist Joan Silber says, ""Basil's Dream...seems to prove fiction can go where other forms can't."" Ms. Hale's creative nonfiction has appeared in Arts & Letters, Spry, Still, Hippocampus, and Prime Number, among other journals. A fellow of MacDowell, Ucross, Hedgebrook, and the Virginia Center for the Creative Arts, she earned her MFA from Warren Wilson College. She teaches in the Antioch University-Los Angeles Low-Residency MFA Program as well as the Great Smokies Writing Program in Asheville, North Carolina, where she and her husband live. ...more"
A Murder in Time,Â£16.64,In stock,http://books.toscrape.com/catalogue/a-murder-in-time_877/index.html,f733e8c19d40ec2e,Books,Â£16.64,Â£16.64,Â£0.00,0,Mystery,"Beautiful and brilliant, Kendra Donovan is a rising star at the FBI. Yet her path to professional success hits a speed bump during a disastrous raid where half her team is murdered, a mole in the FBI is uncovered and she herself is severely wounded. As soon as she recovers, she goes rogue and travels to England to assassinate the man responsible for the deaths of her teamm Beautiful and brilliant, Kendra Donovan is a rising star at the FBI. Yet her path to professional success hits a speed bump during a disastrous raid where half her team is murdered, a mole in the FBI is uncovered and she herself is severely wounded. As soon as she recovers, she goes rogue and travels to England to assassinate the man responsible for the deaths of her teammates.While fleeing from an unexpected assassin herself, Kendra escapes into a stairwell that promises sanctuary but when she stumbles out again, she is in the same place - Aldrich Castle - but in a different time: 1815, to be exact.Mistaken for a lady's maid hired to help with weekend guests, Kendra is forced to quickly adapt to the time period until she can figure out how she got there; and, more importantly, how to get back home. However, after the body of a young girl is found on the extensive grounds of the county estate, she starts to feel there's some purpose to her bizarre circumstances. Stripped of her twenty-first century tools, Kendra must use her wits alone in order to unmask a cunning madman. ...more"
A Flight of Arrows (The Pathfinders #2),Â£55.53,In stock,http://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,3a6fb983e2554023,Books,Â£55.53,Â£55.53,Â£0.00,0,Historical Fiction,"October 1776--August 1777It is said that what a man sows he will reap--and for such a harvest there is no set season. No one connected to Reginald Aubrey is untouched by the crime he committed twenty years ago. Not William, the Oneida child Reginald stole and raised as his own. Identity shattered, enlisted in the British army, William trains with Loyalist refugees eager to October 1776--August 1777It is said that what a man sows he will reap--and for such a harvest there is no set season. No one connected to Reginald Aubrey is untouched by the crime he committed twenty years ago. Not William, the Oneida child Reginald stole and raised as his own. Identity shattered, enlisted in the British army, William trains with Loyalist refugees eager to annihilate the rebels who forced them into exile. Coming to terms with who and what he is proves impossible, but if he breaks his Loyalist oath, he'll be no better than the man who constructed his life of lies.Not Anna, Reginald's adopted daughter, nor Two Hawks, William's twin, both who long for Reginald to accept their love despite the challenges they will face, building a marriage that bridges two cultures. Not Good Voice and Stone Thrower, freed of bitterness by a courageous act of forgiveness, but still yearning for their firstborn son and fearful for the future of their Oneida people.As the British prepare to attack frontier New York and Patriot regiments rally to defend it, two families separated by culture, united by love, will do all in their power to reclaim the son marching toward them in the ranks of their enemies. ...more"
A Fierce and Subtle Poison,Â£28.13,In stock,http://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html,842790dfaa937484,Books,Â£28.13,Â£28.13,Â£0.00,0,Young Adult,"Everyone knows the legends about the cursed girl--Isabel, the one the seÃ±oras whisper about. They say she has green skin and grass for hair, and she feeds on the poisonous plants that fill her familyâs Caribbean island garden. Some say she can grant wishes; some say her touch can kill.Seventeen-year-old Lucas lives on the mainland most of the year but spends summers with h Everyone knows the legends about the cursed girl--Isabel, the one the seÃ±oras whisper about. They say she has green skin and grass for hair, and she feeds on the poisonous plants that fill her familyâs Caribbean island garden. Some say she can grant wishes; some say her touch can kill.Seventeen-year-old Lucas lives on the mainland most of the year but spends summers with his hotel-developer father in Puerto Rico. Heâs grown up hearing stories about the cursed girl, and he wants to believe in Isabel and her magic. When letters from Isabel begin mysteriously appearing in his room the same day his new girlfriend disappears, Lucas turns to Isabel for answers--and finds himself lured into her strange and enchanted world. But time is running out for the girl filled with poison, and the more entangled Lucas becomes with Isabel, the less certain he is of escaping with his own life. ...more"
A Court of Thorns and Roses (A Court of Thorns and Roses #1),Â£52.37,In stock,http://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,01d2001ac1e6f8a3,Books,Â£52.37,Â£52.37,Â£0.00,0,Fantasy,"A thrilling, seductive new series from New York Times bestselling author Sarah J. Maas, blending Beauty and the Beast with faerie lore.When nineteen-year-old huntress Feyre kills a wolf in the woods, a beast-like creature arrives to demand retribution for it. Dragged to a treacherous magical land she only knows about from legends, Feyre discovers that her captor is not an A thrilling, seductive new series from New York Times bestselling author Sarah J. Maas, blending Beauty and the Beast with faerie lore.When nineteen-year-old huntress Feyre kills a wolf in the woods, a beast-like creature arrives to demand retribution for it. Dragged to a treacherous magical land she only knows about from legends, Feyre discovers that her captor is not an animal, but Tamlinâone of the lethal, immortal faeries who once ruled their world.As she dwells on his estate, her feelings for Tamlin transform from icy hostility into a fiery passion that burns through every lie and warning she's been told about the beautiful, dangerous world of the Fae. But an ancient, wicked shadow grows over the faerie lands, and Feyre must find a way to stop it... or doom Tamlinâand his worldâforever.Perfect for fans of Kristin Cashore and George R. R. Martin, this first book in a sexy and action-packed new series is impossible to put down! ...more"
(Un)Qualified: How God Uses Broken People to Do Big Things,Â£54.00,In stock,http://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,e4ac92d89b946781,Books,Â£54.00,Â£54.00,Â£0.00,0,Christian,"Who You Think You Are is Not as Important as Who God Says You AreMany of us wrestle with the gap between our weaknesses and our dreams, between who we are and who God says we are meant to be. We feel unqualified to do Godâs work or to live out the calling we imagine. But God has a way of using our weaknesses for good. In fact, God loves unqualified people.In (Un)Qualified, Who You Think You Are is Not as Important as Who God Says You AreMany of us wrestle with the gap between our weaknesses and our dreams, between who we are and who God says we are meant to be. We feel unqualified to do Godâs work or to live out the calling we imagine. But God has a way of using our weaknesses for good. In fact, God loves unqualified people.In (Un)Qualified, Pastor Steven Furtick helps you peel back the assumptions youâve made about yourself and see yourself as God sees you. Because true peace and confidence come not from worldly perfection but from acceptance: Godâs acceptance of you, your acceptance of yourself, and your acceptance of Godâs process of change.This is a book about understanding your identity in light of who God is. Itâs a book about coming to terms with the good, the bad, and the unmentionable in your life and learning to let God use you. Itâs about charging into the gap between your present and your hopes and meeting God there. After all, God canât bless who you pretend to be. But he longs to bless who you really are; a flawed and broken person. Good thing for us that God is in the business of using broken people to do big things. Being Unqualified Is Godâs Favorite QualificationOur culture tells us that the answer to our failures is to fix them. The solution to our weaknesses is to hide them. The secret to our success is to appear as flawless as possible. But Godâs qualifying system is different than the worldâs. So is his view of our weaknesses, our purpose, and our true selves.In (Un)Qualified, Steven Furtick explores who God is as the great âI AM,â and then helps us discover our own identity. Delving into the story of Jacob, Furtick invites us to acknowledge our weaknesses and ask God to work through them.The truth is, God has created us to be more, to accomplish more, and to love life more than we ever thought possible. But to become who he has called us to be, we must embrace who we are right now. (Un)Qualified equips us to face obstacles and failures without losing a sense of purpose. We can have a thriving sense of hope that God is working in us and through us, not in spite of our weaknesses but often as a direct result of them. ...more"
